"Emails","Como você avalia a sua experiência na tela de Personalização de Ofertas?","","","","","Qual o motivo da sua nota?","Timestamp","URL","Country","Device","OS","Browser","Visitor Attributes"
"","Muito Insatisfeito","Insatisfeito","Neutro","Satisfeito","Muito Satisfeito","",""
"n/a","","","","Y","","não há busca que permita ir direto para uma cotação específica: xxxxxx-3-1 por exemplo","23/09/24 11:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/+YzGg7oQTjehApogrhU+Vw/1/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","23/09/24 11:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/unLWNnsmg0fxnBbwo_IHdg/1/2/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","Y","","","","23/09/24 11:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Yazv+pkFLq3vMwqX7wwXrg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 11:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/MP3IajU+CPRZonN52y4OYQ/6/29/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","excelente","23/09/24 11:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/kO5yYoejEg1qye+EvJxdjw/4/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","obrigado","23/09/24 11:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/W+x9aEz6KN1tQtM0qSxCjA/1/1/1","","","","",""""""
"n/a","Y","","","","","10","23/09/24 11:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/dhaGxaHouNd55+gcDz7z3Q/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 11:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/uptjCNz6KJrWJ3e043bUlQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 11:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/PWEosbq9NV+HeGMabriA4A/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y",",","23/09/24 11:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/CQWi7nOzuQefP2b3RlUpWA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 11:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/eC3eN3v+tLxgLidAem83Mg/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 11:04","https://auto20.web.portoseguro.brasil/porto.auto.cotacao/#/oferta/wXZ19EB1IjUGu43txJUkWA/1/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","pOLITICA DE CANCELAMENTO DA EMPRESA","23/09/24 11:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Z4btPR3FVKNg6p4fnP3Krw/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","23/09/24 11:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/TB9SABMdyBg2Dq8GhifOPw/1/0/1","","","","",""""""
"n/a","","","","","Y","","23/09/24 11:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/7wYRPs848dP1fRafZ_gxOQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 11:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/FKfejGHSKkrlv3kvtdrQZA/1/0/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 11:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/NY1Y+krk5gNnTgr2UZvHCA/1/1/1","","","","",""""""
"n/a","Y","","","","","","23/09/24 11:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/N4ZZGS6ideoqjlCS5LKYpg/1/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","Y","","","","","","23/09/24 11:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/lTuMxidBFXn2g4TegCb1Bw/1/1/1","","","","",""""""
"n/a","Y","","","","","","23/09/24 11:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5ksoAAYkaaEELcLOvFm2rw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","o","23/09/24 11:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/8WrjEw4Ksr2p7v5xIWPluw/2/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","",".","23/09/24 11:01","https://auto20.web.portoseguro.brasil/porto.auto.cotacao/#/oferta/sXa1XlL4a3nOOE7CsiFrBg/1/6/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 11:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/TCscGM79KUPYNycw1G2JDA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 11:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/+NYpLi1MvX93eFaaIPnU+g/1/2/1","","","","",""""""
"n/a","","","","Y","","Por enquanto está prática.","23/09/24 11:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/9l0PpcNQtJnQV5NI_fGgWw/1/3/1","","","","",""""""
"n/a","","","","","Y","Sistema lento, qq alteração perde todas as alterações
","23/09/24 10:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Q9DIgasgxgo26GfdsTMZxA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","8","23/09/24 10:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/PiB8RGPJ+Xda3XmaZ0vBrA/6/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/cJaE2RKtVfN+2gmt_tEGrg/3/3/1","","","","",""""""
"n/a","Y","","","","","","23/09/24 10:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/tIHTcURZf6sLjXvUXrI_Qg/1/3/1","","","","",""""""
"n/a","","","","","Y","XX","23/09/24 10:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/G8PP+vALfU9owhonsi47+g/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/k45XJKfMYlgRDgugs4Ur4w/2/1/1","","","","",""""""
"n/a","","","Y","","","Os valores estao confusos e cometi um erro de informação a um cliente.  Chato","23/09/24 10:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/GSvFwyo8VA4otUn5iHPwxA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","8","23/09/24 10:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/FxhYeMS2j9SPpDa9VsH9NQ/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/IOBfQzpRAl9PzwPmUJhMQA/1/1/1","","","","",""""""
"n/a","","","Y","","","tempo de acesso e longo
","23/09/24 10:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/pO1bH5cynxfsT9Xv1BPZIQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 10:56","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/eYruWLkIqsp3f1qVNyUk5A/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","Clareza","23/09/24 10:56","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/sOailnxfrE2xX+rYUuypIQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:56","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/_WKIXQM1cLf96MUFR9WIug/0","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:56","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/_tYAHKBxLfM6qFOO5XGFsw/6/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/KV6YCVn5xnProUerWysqMA/4/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/dH_s03ucsAztv7i7p1uhPQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","23/09/24 10:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/R8aYyKDmPI3LW+h_diyQew/4/1/1","","","","",""""""
"n/a","","","","","Y","","23/09/24 10:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/SNiSktFMMTBoU5k3C6yhcA/1/1/1","","","","",""""""
"n/a","","Y","","","","","23/09/24 10:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/csmvdC4o09P7BfbyUJ8wow/5/7/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/UpPp6XTRBkLpilBgBBUNAQ/1/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 10:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/9NNOdP2CKERtGm8WMAlNjA/5/1/1","","","","",""""""
"n/a","","Y","","","","","23/09/24 10:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/gDp9Culu6Fsu2Hydk6VbVw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","Agil","23/09/24 10:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5illRUKQZlv8bOE9Bw0fZw/5/1/1","","","","",""""""
"n/a","","Y","","","","","23/09/24 10:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/JbjAeoCInJTVuTPicLXhDA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:53","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/hIkzQCRLOOIUyQ5xh7wJIQ/1/0/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:53","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/qihMFNPYFQCK7Hxk4jSJwQ/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","REsponder a pesquisa","23/09/24 10:53","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/WlZZU0WQZjQrNuES5I076A/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","Prática
","23/09/24 10:52","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/EplE1XfaXy7DYE2sF_VUqg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","cotações com facil visualização","23/09/24 10:52","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/qzscT+h1CDSzyATDj1pIsg/1/0/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/OsoKK3oHhFiQdz9Iq8+KXQ/1/1/1","","","","",""""""
"n/a","","Y","","","","","23/09/24 10:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/DN6QUTJweB2uWT6cjb5RBA/1/2/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","Y","","","","23/09/24 10:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Ar6fG0x4Epd9PFpV+3OOFw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","intuitivo","23/09/24 10:50","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/0omrGnO+T8Vj9+53xZDeLA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 10:50","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/yanlg9AotU9EVk4oEDB2KQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","o atendimento e a facilidade do sist","23/09/24 10:50","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/VlK8x1_eRf8dN_kRuEOKpw/4/3/1","","","","",""""""
"n/a","","","","Y","","Sem comentários","23/09/24 10:50","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/k7+AeCacAxqo98gE2f1N+Q/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/MfOQRl41X5l7I3tkmxShDw/1/3/1","","","","",""""""
"n/a","","Y","","","","","23/09/24 10:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Jtxddoluup1aWp9dS5clLQ/5/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/WeDITuPb9FfKTTo7J4JipQ/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","2","23/09/24 10:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Wz6RaS8XJ7XAnYr+0y0KTw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/yzFyZgRjGn33rIOoap40Pw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/vRY2CczBTw5I_K4LVWctAg/1/0/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:48","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/pJI7sOWJxzS03tmtsTnw1w/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/0yTJFZwkN7w3KBcT+clqpg/1/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ur6Bb1INEBFsZ_TRsq8etA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","SEMPRE BEM ATENDIDO","23/09/24 10:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/YLj967BkU9P+WzMcVVTweA/1/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","","Y","","23/09/24 10:46","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/GwLuA1XdW1Mb1UYw202lnQ/1/1/1","","","","",""""""
"n/a","","Y","","","","não é possível alterar todas as coberturas na primeira tela, o sistema inclui o residencial autom, e é mais uma coisa para retiramos, deveria vir sem, gera um novo arq a cada alteração, as x tem 50 calculos, o sistema antigo era mais confiavel e simples ","23/09/24 10:46","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/MD1XO1XQr+U4JwGnMThZGA/2/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:46","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/kqqjRPCHx_+91kjRAfuG9Q/1/0/1","","","","",""""""
"n/a","Y","","","","","","23/09/24 10:46","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1sRaM0r3R5+YVpDQ8SJeiA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","8","23/09/24 10:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ROTnquRQ6j4g855EtLsyXA/1/0/1","","","","",""""""
"n/a","","Y","","","","muita demora ao entrar para editar as ofertas","23/09/24 10:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/uEaQ5FIWC1iN8XkYx+5u+Q/5/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","realmente satisfeita","23/09/24 10:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/cnoDQUssmCOdlMTHPL1mDw/1/0/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:43","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/EotTGjeQIAPXPtxgiJWnkw/3/0/1","Brazil","Other","Chrome OS","Chrome",""""""
"n/a","","","","","Y","otimo","23/09/24 10:43","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/J_niQ82RIwzsG6YnFhcNNg/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","vai e volta de tela","23/09/24 10:43","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/xE6s9VXv_FrR4Cu_NjyLAw/1/1/1","Brazil","Other","Windows","Firefox",""""""
"n/a","Y","","","","","","23/09/24 10:43","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ay4RvJdDvMJ9xpE9e2su4A/5/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:43","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/HQCi6z42l9HwRcV8u_ydSQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","10 nok
","23/09/24 10:43","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/A7PaMtI_6hiiuEihIHpUSw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:42","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/dHcfxBZV+1KVWacPy4+nZQ/4/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","nenhum","23/09/24 10:42","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/jW2AQ_lGwvtZrasGjRX3pQ/1/2/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 10:42","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/7x6EdjFlrqp0c19no9dqOg/1/4/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 15:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/xPR4mlkPlKXfp1x22vxCNQ/0","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:42","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/huxEM4oyN9UyJdJe6hLmNg/3/1/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 10:41","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/tA1QNwhS57uiaVyMZdIb1w/1/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","23/09/24 10:41","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3o3vD3E4Bi9J_u2pMti0fg/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:41","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/AOXeH6v1oKCzHlx_oGFkQg/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","23/09/24 10:41","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/kZaVo3oX4tqeJKGPbIZXyQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:41","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Zz78SQpjyJ+AxfleI2xvcQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","Ok","23/09/24 10:40","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/rm9UvotURj8Zmi9RgbbPCQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","LOCALIZAÇÃO DA INFORMAÇÕES
","23/09/24 10:39","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/H79JYgYiXf7Qxi0EtbTYBA/1/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:39","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/sQo_KvPnizgxztRtnFS2Rw/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:39","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/T7pi3DneaCr0EIHkL9+WfA/1/0/1","","","","",""""""
"n/a","","","Y","","","AINA COMLICADO ESSE SISTEMA","23/09/24 10:38","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5KHMXFZwQ4RhBOMhH7vAXg/1/0/1","","","","",""""""
"n/a","Y","","","","","","23/09/24 10:38","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/HtfgNzmSrjrdXPbLmHYG_A/1/0/1","Brazil","Other","Windows","Firefox",""""""
"n/a","","","Y","","","","23/09/24 10:38","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/xulj3i7oQxTY5OLHDG9BXQ/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 10:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ErNw38aTAuYz9M38Yd8Urg/1/4/1","","","","",""""""
"n/a","","","","Y","","d","23/09/24 10:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3P7ulIKLbHEoatCKbCVeeQ/1/1/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/BDjbHibA1NwcHxM43CjLDQ/1/1/1","","","","",""""""
"n/a","","Y","","","","","23/09/24 10:36","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/YXfmouCA3IcrlhfiPhy5fQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","....","23/09/24 10:35","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Mjc092bEsyJrw_vQAnzxmw/1/0/1","","","","",""""""
"n/a","","","","","Y","","23/09/24 10:35","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/_gXyOqSvg6hB6xsp6+5MoQ/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:35","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/vBIGefLFTeafvgTuWpi8QQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:35","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/2vjM_o0Tg+l8xinS6RAIuA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 10:35","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/SgxDdRhtBg1qGQOyeT9gtw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","no início do calculo já deveríamos colocar todas as coberturas e valores, não ter que alterar cada calculo. 
","23/09/24 10:34","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ZNhMi1L5EOpjkbowloFOgA/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 10:34","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1zjJC_UNz+BiaEdTcjiyew/1/4/1","","","","",""""""
"n/a","Y","","","","","","23/09/24 10:34","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/YKe4g2S4EzZWlj3vzCcmIw/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","23/09/24 10:34","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/+xMW0CKb37wMELbscshqvg/1/0/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 10:34","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/2O7LN8Oi3ZP02ieh9TuXog/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:34","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/lFxE+_WEROTS+rRBypMFiA/1/1/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:34","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/_p1Qv6wr8RTDtE5K1BsuZw/4/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:33","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/4C_j8tiZdaG1muZbXVgK5g/6/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:33","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/VPw3SYJ9P7fxk4lB+r9CvQ/1/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","Algumas renovações com valores mais elevados.","23/09/24 10:32","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/YCeM1xO6GJBuRi_DuSDLyg/1/1/1","","","","",""""""
"n/a","","","","Y","","RAPIDEZ","23/09/24 10:32","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/q0mEkNCgcWXURSPZi7oVCg/1/1/1","","","","",""""""
"n/a","Y","","","","","","23/09/24 10:32","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/UW1M_PfzBG5pS9heORxJKg/1/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","","Y","Todas as coberturas deveriam aparecer para alteração pois em uma alteração de, por exemplo, cláusula de martelinho, não altera nas outras. Deve ter abaixo,  não somente as coberturas habituais mas todas as coberturas. Desta forma temos que avrir cada cálc","23/09/24 10:32","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/Y5CaJi5_XWZt5G7IOi6tUw/0","","","","",""""""
"n/a","","","Y","","","Nada a acrescentar
","23/09/24 10:31","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/jnK7Yd57n_5ORl_4O1+92w/1/2/1","Brazil","Mac","Mac OS X","Firefox",""""""
"n/a","","","","","Y","","23/09/24 10:31","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/dSx9utY4WzBEMUzSwZ78ag/3/1/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:31","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/eQJnunmIkLMeWTypofd2KA/1/1/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:30","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/dINqc462RBrBTEvhY4c_fA/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:30","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/BxdpLsHNihSgOUr4QUCsqw/6/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:30","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/MEjuP5bWIHvuFMppB1hptw/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:29","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/RGcn6H2_8CB_VSaOx5bTVQ/4/0/1","","","","",""""""
"n/a","","","","","Y","","23/09/24 10:29","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/GLfI2H31x4LuIF5TreX82g/1/1/1","Brazil","Other","Windows","Chrome",""""""
