"Emails","Como você avalia a sua experiência na tela de Personalização de Ofertas?","","","","","Qual o motivo da sua nota?","Timestamp","URL","Country","Device","OS","Browser","Visitor Attributes"
"","Muito Insatisfeito","Insatisfeito","Neutro","Satisfeito","Muito Satisfeito","",""
"n/a","","","Y","","","","19/09/24 09:18","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/3TvBOVdiMdXOFv7QMCigXQ/1","","","","",""""""
"n/a","Y","","","","","","19/09/24 09:18","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/UwWS6MCIxX2Jx6mAXLo3jA/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","19/09/24 09:18","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/I_pWyK+gbfk9eqmB532zng/1/5/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","Saudades do antigo","24/09/24 07:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/oFM3Hg2OvGFSRVVwFtlEyg/1/2/1","Brazil","Other","Windows","Edge",""""""
"n/a","","Y","","","","","19/09/24 09:17","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/rdN9b1GE1fmT_OzIlUhdbQ/1/0/1","","","","",""""""
"n/a","","","","Y","","9","19/09/24 09:17","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/xnwjkcvlQ2JedpFkfOdGww/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","prático
","19/09/24 09:17","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/EJorjtiv+01iM3shXKYzEA/1/0/1","","","","",""""""
"n/a","","","","Y","","","19/09/24 09:17","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/HCwSQgxrNA5CGFHhJvDLLg/6/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","19/09/24 09:16","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/_0Wt2ZqYIgiMmSX3V5g4Hw/1/1/1","","","","",""""""
"n/a","Y","","","","","","19/09/24 09:16","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/K+WK06ubcvN0yoKZoFQUVA/6/6/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:16","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/jmQ7YACbI5TRuYswaVT+9w/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","19/09/24 09:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/A3FBgzWRRyI9EPLGoh64Lg/1/1/1","Brazil","Other","Windows","Firefox",""""""
"n/a","","","Y","","","OK","19/09/24 09:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/4wvJSs5hvJVb0Fd1aw5YqQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/EMvp9_JUquHeiBM7TV8xSg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","tudo top","19/09/24 09:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/qLlSqAWbpxLirm1eGwg2cQ/1/1/1","","","","",""""""
"n/a","Y","","","","","","19/09/24 09:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/vX9L58dHCRdzSaPiSa4rbg/1/1/1","","","","",""""""
"n/a","","","","","Y","","19/09/24 09:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/9yrqTotYkrDWwCDlg0Qv9Q/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","praticidade
","19/09/24 09:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/VlK8x1_eRf8dN_kRuEOKpw/4/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5XTWS9+A6oskpeFd5kKGxQ/2/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/GN1HcH7xfp2zl8VuwVo6xw/4/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","ok","19/09/24 09:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/h+8w3HpLzT7uwDLY4p327Q/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","19/09/24 09:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/SWorONv11EM7ChEAwL_dPg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","lento","20/09/24 11:31","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/uJ05eDsLdj8dmpw3SJE40A/1/1/1","Brazil","Other","Windows","Firefox",""""""
"n/a","","","","Y","","","19/09/24 09:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/8zYuQfBcpJB9tguXp4L7gQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","10","19/09/24 09:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/NYTmxeIbp7O3X8R_FJTmMw/1/1/1","","","","",""""""
"n/a","","","","","Y","ok
","19/09/24 09:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/wy3rOAYJVyiXvx6JXJnAlw/4/1/1","","","","",""""""
"n/a","","","Y","","","","19/09/24 09:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/V3GxLG9NuGOOSWUfppMEtg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","8","19/09/24 09:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ucSUnSZrIWyPLRyOOxQeCQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","Bom","19/09/24 09:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/7y9apAwNUSxeEdjJWDF5TA/6/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","Péssimo, o retrocesso.","19/09/24 09:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3+4SrDYzVtvV7Fc7zI6c5g/2/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","19/09/24 09:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/jdkgUxQ6JKWASIp7Fn0qsA/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/YiPAXjbdYDIupXrkXCdo4Q/1/1/1","","","","",""""""
"n/a","","","","Y","","","19/09/24 09:12","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/4AxlRPwOW3RBXKq40o55ug/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","intuiitivo e informações importantes já são apresentadas de início","19/09/24 09:12","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/7L5IeQ5FKsvjqNubvs61XQ/1/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","Bom","19/09/24 09:12","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/sojGdfhgjR3HnzpAjVqX7w/1/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","","19/09/24 09:12","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/g6SpLJbp+EC81Oo8FK0XAg/1/1/1","","","","",""""""
"n/a","","","","Y","","muito lento ao carregar as ofertas ","19/09/24 09:12","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Do9GXcyPqCyGzgyVrgHlWQ/2/10/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","ótimo","19/09/24 09:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/yX1eh+wHCl6SePeKRWRwKQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","Acho confuso. 
Muitas informações juntas
Penso que poderia ser editando uma unica vez para que todas as Cias fossem editadas juntas","19/09/24 09:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/t_uE+IzwYMYdgvKWqvagaw/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","19/09/24 09:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/6Rj32tO4sfWuhDIRzvwSyQ/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","19/09/24 09:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1Bk_62ZkQK7n0N0KFUiXyg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","19/09/24 09:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/W0c35K1P3HYJmfog81rQeQ/1/2/1","","","","",""""""
"n/a","","","","","Y","muito prática e fácil execução","19/09/24 09:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/imdV3Z91hZKGud5VW9usIQ/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","19/09/24 09:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/4PPLJWvu4PZ_D_+FZNBJNQ/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","19/09/24 09:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/wDfpgYEpgX_B5eBEf5_4ug/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","otimo","19/09/24 09:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/4OMIqzFt_vAVQBiIyI+BIQ/1/1/1","","","","",""""""
"n/a","","","","","Y","","19/09/24 09:09","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/h2Lp+aXMCKOxbZevvExuqg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:09","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/juf2grBhrzV3ivmQlGurjg/2/0/1","","","","",""""""
"n/a","","Y","","","","podia ter uma opção que muda a comissão todas de uma vez","19/09/24 09:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/6EJFICKoUsXVSOELv2iGyw/1/1/1","","","","",""""""
"n/a","","","","Y","","","19/09/24 09:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/wQ2UZkUdpneBT4w8qdXDeg/2","Brazil","Other","Windows","Edge",""""""
"n/a","Y","","","","","","19/09/24 09:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/sbmjKPdUTTy71q7KDUeibA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","19/09/24 09:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/w+dWa4n1kCvgQuE_J7XxJA/1/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","","Y","","19/09/24 09:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/+7lubavzVrJlEkS0a7A6GA/1/7/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","19/09/24 09:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/d4YpLBIatLFi_eMhC+FQ4A/1/8/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","Apresentação bem clara e objetiva","19/09/24 09:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/FHILk6YGE1Ta01Q6SwVpmQ/1/0/1","","","","",""""""
"n/a","","","","Y","","","19/09/24 09:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/+bieA5J0sAgP+KtcqWYJzg/4/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","5","19/09/24 09:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/BvzLGvqykvjwqUydwUbh0Q/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","00000","19/09/24 09:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/B69I85Ie5jXcx2Bd6C90Ig/1/2/1","","","","",""""""
"n/a","Y","","","","","MUITO CONFUSO ERA BOM FICOU RUIM 
PESSIMO
","23/09/24 12:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/768RYthnsmARlSalHKibrA/3/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","19/09/24 09:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5LXbXbO2z6SqcuXRTL8_ow/2/0/1","Brazil","Mac","Mac OS X","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/rMiEXtX6mNV4J7+S6fRn3g/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","otimo","19/09/24 09:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/qwDBP1Sbbh6qwi1frX_tfg/1/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","","19/09/24 09:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/eODDRXTYlW+8ivoCt9xCYQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","aff vive trocando, quando estamos acostumando troca de novo 
","19/09/24 09:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/WfWQ6CpDhPw8qvPVgljCSQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","19/09/24 09:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/UDnfJu1nI0JM0aq_gs5dfQ/4/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","19/09/24 09:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Nrq4ACR5eVENRfoiKhh+zQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","Neutro.","19/09/24 09:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/cTnWFKY7xBivnK9Yj79CSg/1/2/1","","","","",""""""
"n/a","Y","","","","","","19/09/24 09:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1MeE0MOr5aUBFo0Xqjxf6w/4/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","19/09/24 09:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/IfCiQSh+s3j1mvey2HtAvw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","bem explicativa ","19/09/24 09:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ivsyaUwmnqQTDA4gsL3Ujg/3/0/1","","","","",""""""
"n/a","","","Y","","","","19/09/24 09:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/yWhs+h7nCDAMH4ymDvB1Ew/1/7/1","","","","",""""""
"n/a","","","","","Y","sistema otimo","19/09/24 09:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/YGTh728BFrJsedilgwZZrA/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","19/09/24 09:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/XYbn0fzY1Nmk+PYFHr5DzQ/1/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","","Y","","19/09/24 09:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/mlAO0jfJtjHIqmUazl853w/1/0/1","","","","",""""""
"n/a","","","Y","","","normal","19/09/24 09:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5M5lyHALnF2FbJFjti1rJQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","excelente","19/09/24 09:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/2u6aePTgdwhTN5znOr4sYA/1/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","confuso","19/09/24 09:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/KS9JI7GJCvt671+hBROsEw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","ok","19/09/24 09:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/R11Eq7YOt1efzUF+8ZSOoQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","19/09/24 09:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/jiTSELC5WC98yTlgM8b8Ag/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","Sistema não é fácil de interagir, constantemente apresenta falhas, divergência de valores. ","19/09/24 09:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/o_LJDshnLh40y3FP5X_Utw/2/2/1","","","","",""""""
"n/a","","","","","Y","","19/09/24 09:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/G92NA3ak8Yk5WYgjJHFElQ/1/1/1","","","","",""""""
"n/a","","","Y","","","","19/09/24 09:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/61QVnFxrxkDEz9D34mj9Gw/6/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/HGv8b+oUl_vxmRvEsRRAug/1/0/1","","","","",""""""
"n/a","Y","","","","","","19/09/24 09:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/vfG3HBg9xHlCHNdQZHY5iQ/4/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","muito confuso e cria toda hora uma pagina que prejudica o uso do aplicativo.","19/09/24 09:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/nNoQVNfMbNMNJWm1ywMlcQ/1/1/1","","","","",""""""
"n/a","","","Y","","","","19/09/24 09:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ZWa8sfUxrss17nctPc+ngA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/nb9EMIClZk_VJMYR7iBcGw/1/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","19/09/24 09:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/IqizYGMtXIVh967ugXDdMQ/1/4/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/nABYj7CXijkVt05JrWYwog/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","BOA","19/09/24 09:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/nsibe0o3Z1xFs03uI2WBKA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","19/09/24 09:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/6WG99XBhQzCboHg6iLMuBQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","sistema confuso e ineficiente. O antigo com certeza tanto no layout quanto na eficiência muito melhor","19/09/24 09:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/bMw+ZwJV0Ycuq+fwYc+eFQ/1/1/1","Brazil","Mac","Mac OS X","Safari",""""""
"n/a","","","","Y","","Visualização Facil e disposição de cada cobertura
","19/09/24 09:03","https://auto20.web.portoseguro.brasil/porto.auto.cotacao/#/oferta/BE0wkuZ3YA_mbqbAtzaiyg/1/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","19/09/24 09:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/iqM_lB5y_6tXc6A+zNMqxA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","19/09/24 09:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/cNl92w7t7HdTfROYMlTQhQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","trava muito e lento perde se muito tempo em calculo seguradora por seguradora ","19/09/24 09:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/9uURX9Ag3jvsaQKM0ebXNw/1/1/1","","","","",""""""
"n/a","","","","","Y","Muita praticidade.","19/09/24 09:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3rdkulw8Y7miJXW6f+3KOQ/2/2/1","","","","",""""""
"n/a","","","","Y","","bom","19/09/24 09:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/z+iUD0F7yOgj2giqGJFIYw/6/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/eU5GhsHStITddh6H0P6r3Q/1/6/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","19/09/24 09:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/s9yQz2234AnQmhvdPGdqvA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","VALORES COM AUMENTO INJUSTIFICÁVEL!!!","19/09/24 09:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/9qvPn2wxWvBqM1SMrDme2w/1/1/1","","","","",""""""
"n/a","Y","","","","","","19/09/24 09:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/I7jN5nLRMMI0HDWoqKYRbg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","vários","19/09/24 09:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/bPuK7qLv0fJ38aA89M6bPQ/1/9/1","","","","",""""""
"n/a","","","","Y","","","19/09/24 09:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/UtkBVv5tLSOdDEhheyG_wg/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","MUITO CONFUSA PERANTE AS DEMAIS SEGURADORAS DO MERCADO.... MUITO POLUIDA A DE VOCÊS","19/09/24 09:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/mqInDdAQ7Jk59WM1FYF5sA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","",".","19/09/24 09:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/s6Kx5g32bLEyeKdcds0L6g/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","19/09/24 09:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/IYFiP6r+JU5QhEfOCFdiXA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","19/09/24 09:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/zhI5BIamICsNjKqTz5tThA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","fica melhor para eventuais alterações","19/09/24 09:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/NlKfsBLADVimS0iLTK8HBA/1/0/1","","","","",""""""
"n/a","Y","","","","","","19/09/24 09:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/+2vYGX_RZx54+b_aHDsrQw/1/0/1","Brazil","Other","Windows","Firefox",""""""
"n/a","","","","","Y","Sistema gera ofertas que geralmente não são utilizadas e é necessário entrar em cada oferta para colocar as coberturas que mais agradam ao cliente e isso acaba demorando, e ainda tem quantidade de ofertas, principalmente na azul que geram muitas ofertas","19/09/24 09:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/jtTZ9Wo44vYXvpCHRscLDw/2/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","otimo","19/09/24 09:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3WAeezfh94ZN3rUGTUO6Vg/1/0/1","Brazil","Mac","Mac OS X","Chrome",""""""
"n/a","Y","","","","","","19/09/24 09:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/D2LisdNxq6dwGpGKZRfKeA/1/1/1","","","","",""""""
"n/a","","","","Y","","Sem motivo.","19/09/24 08:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/r9GXQaLJM0h3NaiNB2g6uw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","antes as informaçoes eram mais claras, hoje temos de ficar procurando","19/09/24 08:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/yXq13ca8Hq_SfrXATkZQ9A/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","19/09/24 08:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ZlGEr6QkBLTIep4zZN_c1w/1/3/1","","","","",""""""
"n/a","","Y","","","","Muito Bom","19/09/24 08:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/dX2x1ig0Izex1pMH63QFXg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","Muita informação, ","19/09/24 08:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/vzZjTKk9h4CVEIWFachpwg/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","19/09/24 08:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/0_j+2EBqKoGQ4WSZ1bAKRw/1/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","usuário diário, não ví diferença...","19/09/24 08:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/DbEhn_C22VKS7Yf2_1vY2g/1/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","10","19/09/24 08:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/nTezLKeS1x6+fRSTcudGsQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","ok","19/09/24 08:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/TGc9iTp0vgue+9tnRmGybg/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","19/09/24 08:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/dmoFVqMamWJ1i9WGfnZ7MA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","muito bom ","19/09/24 08:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/TJcTDpMQ0Kz8i+Kvq7SYow/6/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","19/09/24 08:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/P+RO6Q9CsG437BVAcVYtIg/1/4/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","Boa visualização","19/09/24 08:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/V7C4t4uJiMsXd2uhtxM+4Q/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","bom","19/09/24 08:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/IqizYGMtXIVh967ugXDdMQ/1/4/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","19/09/24 08:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/iUtNoKWAOIT5sO9N_i9wcQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
